Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,isolate,isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,strain,lab_host,sample_type,collected_by,Host_disease
SRR22069453,AMPLICON,302,535914100,PRJNA894555,SAMN31490710,Viral,167791391,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18050001,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,F_3_S2-2_D2,ferret nasal lavage,F_3_S2-2_D2,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-10-27T14:10:00Z,1,Ferret.Paxlovid_study_3.Source_Group_2.Ferret_#2.Day_2,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,ferret,,,
SRR22069454,AMPLICON,302,307905006,PRJNA894555,SAMN31490709,Viral,96784302,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18050000,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,F_3_S2-2_D1,ferret nasal lavage,F_3_S2-2_D1,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-10-27T14:09:00Z,1,Ferret.Paxlovid_study_3.Source_Group_2.Ferret_#2.Day_1,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,ferret,,,
SRR22069455,AMPLICON,302,730878354,PRJNA894555,SAMN31490708,Viral,230509667,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18049999,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,F_3_S2-1_D3,ferret nasal lavage,F_3_S2-1_D3,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-10-27T14:10:00Z,1,Ferret.Paxlovid_study_3.Source_Group_2.Ferret_#1.Day_3,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,ferret,,,
SRR22069456,AMPLICON,302,458950004,PRJNA894555,SAMN31490707,Viral,145489217,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18049998,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,F_3_S2-1_D2,ferret nasal lavage,F_3_S2-1_D2,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-10-27T14:09:00Z,1,Ferret.Paxlovid_study_3.Source_Group_2.Ferret_#1.Day_2,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,ferret,,,
SRR22069457,AMPLICON,302,378208794,PRJNA894555,SAMN31490706,Viral,121054216,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18049997,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,F_3_S2-1_D1,ferret nasal lavage,F_3_S2-1_D1,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-10-27T14:09:00Z,1,Ferret.Paxlovid_study_3.Source_Group_2.Ferret_#1.Day_1,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,ferret,,,
SRR22069458,AMPLICON,302,470653108,PRJNA894555,SAMN31490705,Viral,148970599,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18049996,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,F_3_S1-3_D3,ferret nasal lavage,F_3_S1-3_D3,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-10-27T14:09:00Z,1,Ferret.Paxlovid_study_3.Source_Group_1.Ferret_#3.Day_3,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,ferret,,,
SRR22069459,AMPLICON,302,455578476,PRJNA894555,SAMN31490704,Viral,142715079,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18049995,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,F_3_S1-3_D2,ferret nasal lavage,F_3_S1-3_D2,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-10-27T14:09:00Z,1,Ferret.Paxlovid_study_3.Source_Group_1.Ferret_#3.Day_2,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,ferret,,,
SRR22069460,AMPLICON,302,489272918,PRJNA894555,SAMN31490703,Viral,153317644,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18049994,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,F_3_S1-3_D1,ferret nasal lavage,F_3_S1-3_D1,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-10-27T14:09:00Z,1,Ferret.Paxlovid_study_3.Source_Group_1.Ferret_#3.Day_1,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,ferret,,,
SRR22069461,AMPLICON,302,97912628,PRJNA894555,SAMN31490676,Viral,30696156,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18049993,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,F_2_1-3_D1,ferret nasal lavage,F_2_1-3_D1,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-10-27T14:09:00Z,1,Ferret.Paxlovid_study_2.Group_1.Ferret_#3.Day_1,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,ferret,,,
SRR22069462,AMPLICON,302,192566676,PRJNA894555,SAMN31490702,Viral,60466093,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18049992,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,F_3_S1-2_D3,ferret nasal lavage,F_3_S1-2_D3,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-10-27T14:09:00Z,1,Ferret.Paxlovid_study_3.Source_Group_1.Ferret_#2.Day_3,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,ferret,,,
SRR22069463,AMPLICON,302,483762626,PRJNA894555,SAMN31490701,Viral,150864305,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18049991,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,F_3_S1-2_D2,ferret nasal lavage,F_3_S1-2_D2,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-10-27T14:09:00Z,1,Ferret.Paxlovid_study_3.Source_Group_1.Ferret_#2.Day_2,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,ferret,,,
SRR22069464,AMPLICON,302,563287078,PRJNA894555,SAMN31490700,Viral,178413618,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18049990,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,F_3_S1-2_D1,ferret nasal lavage,F_3_S1-2_D1,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-10-27T14:09:00Z,1,Ferret.Paxlovid_study_3.Source_Group_1.Ferret_#2.Day_1,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,ferret,,,
SRR22069465,AMPLICON,302,413671446,PRJNA894555,SAMN31490699,Viral,128784252,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18049989,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,F_3_S1-1_D3,ferret nasal lavage,F_3_S1-1_D3,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-10-27T14:09:00Z,1,Ferret.Paxlovid_study_3.Source_Group_1.Ferret_#1.Day_3,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,ferret,,,
SRR22069466,AMPLICON,302,393721326,PRJNA894555,SAMN31490698,Viral,123114835,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18049988,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,F_3_S1-1_D2,ferret nasal lavage,F_3_S1-1_D2,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-10-27T14:09:00Z,1,Ferret.Paxlovid_study_3.Source_Group_1.Ferret_#1.Day_2,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,ferret,,,
SRR22069467,AMPLICON,302,428234792,PRJNA894555,SAMN31490697,Viral,134692403,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18049987,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,F_3_S1-1_D1,ferret nasal lavage,F_3_S1-1_D1,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-10-27T14:10:00Z,1,Ferret.Paxlovid_study_3.Source_Group_1.Ferret_#1.Day_1,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,ferret,,,
SRR22069468,AMPLICON,302,166882482,PRJNA894555,SAMN31490696,Viral,52127151,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18049986,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,F_2_3-3_D3,ferret nasal lavage,F_2_3-3_D3,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-10-27T14:09:00Z,1,Ferret.Paxlovid_study_2.Group_3.Ferret_#3.Day_3,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,ferret,,,
SRR22069469,AMPLICON,302,363010040,PRJNA894555,SAMN31490695,Viral,114271037,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18049985,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,F_2_3-3_D2,ferret nasal lavage,F_2_3-3_D2,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-10-27T14:09:00Z,1,Ferret.Paxlovid_study_2.Group_3.Ferret_#3.Day_2,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,ferret,,,
SRR22069470,AMPLICON,302,572284262,PRJNA894555,SAMN31490694,Viral,179646959,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18049984,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,F_2_3-3_D1,ferret nasal lavage,F_2_3-3_D1,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-10-27T14:09:00Z,1,Ferret.Paxlovid_study_2.Group_3.Ferret_#3.Day_1,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,ferret,,,
SRR22069471,AMPLICON,302,381971412,PRJNA894555,SAMN31490693,Viral,118794049,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18049983,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,F_2_3-2_D3,ferret nasal lavage,F_2_3-2_D3,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-10-27T14:09:00Z,1,Ferret.Paxlovid_study_2.Group_3.Ferret_#2.Day_3,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,ferret,,,
SRR22069472,AMPLICON,302,234887748,PRJNA894555,SAMN31490675,Viral,73824911,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18049982,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,F_2_1-2_D3,ferret nasal lavage,F_2_1-2_D3,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-10-27T14:09:00Z,1,Ferret.Paxlovid_study_2.Group_1.Ferret_#2.Day_3,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,ferret,,,
SRR22069473,AMPLICON,302,299363842,PRJNA894555,SAMN31490692,Viral,93174443,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18049981,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,F_2_3-2_D2,ferret nasal lavage,F_2_3-2_D2,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-10-27T14:09:00Z,1,Ferret.Paxlovid_study_2.Group_3.Ferret_#2.Day_2,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,ferret,,,
SRR22069474,AMPLICON,302,580265216,PRJNA894555,SAMN31490691,Viral,181455080,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18049980,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,F_2_3-2_D1,ferret nasal lavage,F_2_3-2_D1,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-10-27T14:09:00Z,1,Ferret.Paxlovid_study_2.Group_3.Ferret_#2.Day_1,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,ferret,,,
SRR22069475,AMPLICON,302,434111108,PRJNA894555,SAMN31490690,Viral,137518686,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18049979,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,F_2_3-1_D3,ferret nasal lavage,F_2_3-1_D3,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-10-27T14:09:00Z,1,Ferret.Paxlovid_study_2.Group_3.Ferret_#1.Day_3,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,ferret,,,
SRR22069476,AMPLICON,302,500701806,PRJNA894555,SAMN31490689,Viral,156097096,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18049978,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,F_2_3-1_D2,ferret nasal lavage,F_2_3-1_D2,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-10-27T14:09:00Z,1,Ferret.Paxlovid_study_2.Group_3.Ferret_#1.Day_2,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,ferret,,,
SRR22069477,AMPLICON,302,545912112,PRJNA894555,SAMN31490688,Viral,172090276,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18049977,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,F_2_3-1_D1,ferret nasal lavage,F_2_3-1_D1,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-10-27T14:09:00Z,1,Ferret.Paxlovid_study_2.Group_3.Ferret_#1.Day_1,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,ferret,,,
SRR22069478,AMPLICON,302,398929014,PRJNA894555,SAMN31490687,Viral,125132022,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18049976,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,F_2_2-3_D3,ferret nasal lavage,F_2_2-3_D3,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-10-27T14:09:00Z,1,Ferret.Paxlovid_study_2.Group_2.Ferret_#3.Day_3,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,ferret,,,
SRR22069479,AMPLICON,302,278211460,PRJNA894555,SAMN31490686,Viral,87192176,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18049975,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,F_2_2-3_D2,ferret nasal lavage,F_2_2-3_D2,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-10-27T14:09:00Z,1,Ferret.Paxlovid_study_2.Group_2.Ferret_#3.Day_2,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,ferret,,,
SRR22069480,AMPLICON,302,559470100,PRJNA894555,SAMN31490685,Viral,175156301,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18049974,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,F_2_2-3_D1,ferret nasal lavage,F_2_2-3_D1,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-10-27T14:09:00Z,1,Ferret.Paxlovid_study_2.Group_2.Ferret_#3.Day_1,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,ferret,,,
SRR22069481,AMPLICON,302,282973094,PRJNA894555,SAMN31490684,Viral,87606029,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18049973,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,F_2_2-2_D3,ferret nasal lavage,F_2_2-2_D3,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-10-27T14:09:00Z,1,Ferret.Paxlovid_study_2.Group_2.Ferret_#2.Day_3,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,ferret,,,
SRR22069482,AMPLICON,302,406571426,PRJNA894555,SAMN31490683,Viral,126478893,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18049972,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,F_2_2-2_D2,ferret nasal lavage,F_2_2-2_D2,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-10-27T14:09:00Z,1,Ferret.Paxlovid_study_2.Group_2.Ferret_#2.Day_2,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,ferret,,,
SRR22069483,AMPLICON,302,157540112,PRJNA894555,SAMN31490674,Viral,49075023,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18049971,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,F_2_1-2_D2,ferret nasal lavage,F_2_1-2_D2,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-10-27T14:09:00Z,1,Ferret.Paxlovid_study_2.Group_1.Ferret_#2.Day_2,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,ferret,,,
SRR22069484,AMPLICON,302,203069632,PRJNA894555,SAMN31490673,Viral,63136209,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18049970,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,F_2_1-2_D1,ferret nasal lavage,F_2_1-2_D1,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-10-27T14:09:00Z,1,Ferret.Paxlovid_study_2.Group_1.Ferret_#2.Day_1,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,ferret,,,
SRR22070828,AMPLICON,302,398245890,PRJNA894555,SAMN31494257,Viral,141636137,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18051305,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,H.D.F1.P250,lung homogenate,P10,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-10-27T19:14:00Z,1,Hamster.Paxlovid_study_delta.Group_2.hamster_female1.endpoint,SRP404710,,Roborovski dwarf hamster,,,
SRR22070829,AMPLICON,302,472965220,PRJNA894555,SAMN31494256,Viral,167263697,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18051304,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,H.D.M3.P250,lung homogenate,P09,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-10-27T19:14:00Z,1,Hamster.Paxlovid_study_delta.Group_2.hamster_male3.endpoint,SRP404710,,Roborovski dwarf hamster,,,
SRR22070830,AMPLICON,302,344417712,PRJNA894555,SAMN31494325,Viral,114403884,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18051303,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,F.3.C3-3.P100,turbinate,P78,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-10-27T19:14:00Z,1,Ferret.Paxlovid_study_3.Source_Contact_3.Ferret_#3.endpoint,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,ferret,,,
SRR22070831,AMPLICON,302,37755436,PRJNA894555,SAMN31494324,Viral,12958811,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18051302,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,F.3.C3-2.P100,turbinate,P77,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-10-27T19:14:00Z,1,Ferret.Paxlovid_study_3.Source_Contact_3.Ferret_#2.endpoint,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,ferret,,,
